item_id;vectors
1201;-0.054466587|0.010185279|-0.025555886|0.046097662|0.00400171|-0.11291711|0.12338989|0.0091939885|-0.090059824|-0.10260621|0.0100561995|-0.017130636|0.12520237|0.03994758|0.015016421|0.12014789|0.05693028|0.056950394|-0.09584084|-0.0064007635|-0.069782004|-0.049995743|-0.070801504|0.04138967|-0.024626862|0.16955619|0.004257283|-0.025002923|0.03929669|0.10143012|0.041819043|0.11182967|0.043193802|-0.017466992|-0.045249723|0.010022864|0.04015529|0.062136464|0.0093521625|0.056100167|-0.079193704|-0.004737434|-0.00095790473|-0.0052067563|-0.014375432|0.083655424|-0.057381846|-0.07716565|0.017473724|0.007515488|-0.062001556|-0.15327199|0.029800626|0.0054738615|-0.056458265|-0.09836766|-0.053462185|0.042883858|-0.039414253|-0.02921995|0.09464183|0.063195795|0.00090304064|-0.08892263|0.05516891|-0.03187539|-0.047896083|0.052153334|0.038779426|0.08182791|-0.088261716|-0.016840898|0.004752619|-0.101795726|0.11288176|-0.0007253064|0.07148164|-0.0018636491|-0.01116669|-0.023836639|0.09281963|0.08133325|0.008855864|0.062918104|0.019785741|-0.10927212|-0.0132670915|-0.047112387|0.030303253|-0.037446156|-0.0070817145|-0.0031107585|-0.021486208|-0.049133483|-0.20692384|-0.15065444|-0.015374562|0.1201494|0.01299953|-0.1442833
1202;0.03979668|-0.019928124|0.081577875|0.1309073|0.10010981|0.044538837|-0.060172204|0.08432653|-0.014396389|0.04182165|-0.110744216|-0.026559643|0.010851463|-0.04411999|-0.059410073|0.016172307|-0.07970088|0.019020649|-0.07994861|-0.041434124|-0.022786371|-0.110517904|0.13714181|0.010385177|-0.06755488|0.10306652|0.058919087|-0.101177335|-0.0056495457|-0.17202935|0.010456567|0.076054886|0.005883599|-0.15525147|0.078608826|-0.058896583|0.03677287|-0.0141103165|-0.06274653|-0.023195079|-0.14177558|0.09913429|-0.041180946|-0.00023293577|0.0086828545|0.044289898|-0.001463742|0.057673555|-0.121190056|-0.13993993|0.015272904|-0.033642195|-0.07811985|-0.06709359|0.12522142|0.08676483|0.040798854|0.035707194|-0.06337373|-0.07922175|0.03200382|0.13094154|0.216655|-0.14595589|0.023502473|-0.00967133|0.031630844|-0.035817504|-0.055386737|-0.010636931|0.038875636|-0.12479691|0.0054243645|0.009312515|0.05680444|0.0047888397|-0.015756648|0.043505587|0.02963125|0.027015246|-0.025280032|-0.09697736|-0.02690178|-0.0642606|-0.09650455|0.10659818|0.165315|0.019442676|-0.062427886|-0.023667827|0.05173285|-0.08972617|0.07644585|-0.03136781|-0.0987986|-0.10142129|-0.1437547|0.11074226|0.089338355|-0.12222394
1203;-0.1491998|-0.010534197|-0.10881223|0.0357063|-0.0970568|-0.03478121|-0.04055113|-0.091328144|0.12751314|-0.08239005|0.06027448|-0.13706835|0.06301156|-0.020249717|-0.07910543|0.04449113|0.0847548|0.1902382|0.07131425|-0.020069119|-0.05476066|-0.011728552|0.024894543|0.0313299|-0.08024975|-0.027676547|0.04442148|-0.090823986|-0.0047313855|0.13080214|0.13189553|0.018851109|0.04879366|-0.037354387|-0.09848916|0.079350255|0.08333454|-0.06719672|0.08603179|0.051344927|0.14879835|-0.11121326|-0.02844209|0.07892552|-0.058438633|-0.013602409|0.10066938|-0.19217126|0.13410962|-0.015766596|0.0078069144|0.08787142|-0.008099011|0.020191148|0.016394729|0.022003358|-0.09509581|0.15280499|0.09435423|0.22614847|-0.060415253|-0.023205146|0.081302784|-0.016620321|0.011492856|0.0018659717|-0.017792389|-0.022565939|-0.04632258|-0.1927629|0.13275151|0.13151655|-0.050798453|0.1226412|-0.067467906|-0.037040714|0.08928487|0.046059325|-0.0042534876|-0.03360474|0.04168887|-0.06258103|-0.12157361|0.123461|0.04165955|0.02129215|0.09778912|-0.008542791|0.00276467|0.097402416|-0.0383336|-0.0021892223|-0.15646113|-0.0003082882|0.054866027|0.16784881|0.07249504|-0.022623356|0.0034979708|0.01494092
1204;0.043505866|-0.02445165|0.097325064|-0.03799289|0.041467365|0.013568594|-0.0034778917|0.02616261|-0.024740353|-0.052730992|0.008548386|0.029471265|0.06213424|0.036617942|0.09261253|-0.0732973|0.058543473|0.017792858|-0.03356028|0.081311576|-0.022363925|-0.025959542|0.03274939|-0.0004127434|-0.018271457|0.050618637|0.004152624|0.050939307|0.108596094|-0.016160341|0.027062712|-0.037782595|0.018303376|0.02178064|0.018353747|-0.10008982|-0.03631613|0.006422822|0.009504131|0.03541562|-0.03588799|-0.058677327|-0.023189913|-0.008748923|0.01716682|0.09635745|-0.13114597|-0.06709381|-0.017903956|-0.047303393|0.0046897773|0.002386914|-0.0075166984|0.031004047|0.015007381|0.105093084|-0.123824626|0.08921969|0.008202297|-0.013831757|-0.00641599|0.037919883|-0.03583605|0.037321974|-0.033395845|-0.029115666|-0.02731588|-0.021689985|0.06139888|0.0040427507|0.022799687|0.087788925|-0.03645878|0.09079224|0.06429587|-0.019956907|-0.07144666|-0.07060613|0.029614083|-0.013055308|0.06992247|0.01966126|0.06210891|-0.01139701|-0.043878596|0.035948075|-0.08581885|-0.023093289|0.0035014958|-0.05304382|-0.05086661|0.0063044587|0.04642626|0.0042941193|-0.04670088|0.012819783|-0.015760163|0.04782393|0.16310114|-0.078780256
1205;-0.033108305|0.06955891|0.038200513|0.06441411|0.046891857|-0.065992236|0.014141321|0.07518008|0.121967554|0.037537996|-0.09965496|0.050145306|-0.109898195|-0.02996248|0.030263564|-0.04306485|-0.0177811|-0.0350846|-0.0052750334|-0.107870385|-0.11918877|0.0007290996|0.011995822|0.08766049|0.035628524|-0.01237425|0.042119283|0.051346704|-0.044391125|-0.04113412|0.0023677708|-0.028312024|0.0024796396|-0.08627041|0.013168133|-0.11191246|-0.05682876|-0.050242253|0.0482653|-0.027713984|0.052950095|0.055919744|-0.007977946|-0.025840811|0.07752706|-0.005269479|0.023861116|0.05591368|0.03806842|0.010863315|0.056037974|0.071655385|0.07518239|-0.04443925|0.016798774|0.024602475|0.0045662066|0.08601798|0.06749138|-0.030017262|-0.024660971|0.033879448|-0.04996727|-0.025543986|0.04418549|0.034593616|0.033628233|0.08472027|0.004480796|0.06900692|-0.07227812|-0.14075264|-0.0068806782|0.0010035997|0.03735047|-0.0036755356|0.01812471|0.020412982|0.012233683|0.009852953|0.1832974|-0.020652873|0.036761407|-0.064631164|-0.053976204|-0.07701411|-0.08171117|-0.13188495|-0.031736515|-0.03785393|0.096812785|-0.047263507|0.07044152|0.001769575|0.000115333314|-0.01887644|0.059052777|0.030227486|-0.037715316|-0.040724404
1206;0.05255138|0.14197001|0.15599598|0.073087186|0.088424765|0.06876784|-0.038077652|0.10273305|0.026601154|0.06592238|-0.13113643|-0.053161804|-0.047403518|-0.05219876|-0.114767075|-0.06500921|-0.124310516|0.10208386|-0.117747456|-0.034750234|0.0112022525|-0.07348824|0.055372678|0.09817846|0.025981832|0.034070525|0.05346501|-0.04926243|-0.14474969|-0.07104674|0.044232294|0.013962141|0.044774808|-0.1360363|0.013955525|-0.15645024|0.053387966|-0.052348316|-0.1090547|-0.021844655|-0.0954318|0.044409093|0.013230553|0.04448515|0.09347402|-0.083408795|-0.08329028|0.08166773|-0.058145378|-0.06467508|-0.06567843|0.01692941|-0.011458741|0.0052989423|0.05792869|-0.017381568|-0.0027556522|-0.017372226|-0.027997557|-0.0075555663|0.029037999|-0.039917614|-0.037932586|-0.05056877|0.031120472|-0.0014216406|-0.0878121|-0.0015822374|0.060084842|-0.1437958|0.0039741886|-0.022925908|0.05904824|0.010828418|-0.043739427|0.004275869|-0.056679163|-0.008793595|-0.03635712|0.0035025342|0.14171968|0.039957225|-0.038093474|-0.029701976|-0.03074513|0.06688117|0.01608615|-0.11481981|-0.0880229|-0.136311|-0.005502623|0.029455949|0.003940574|-0.085026175|-0.13152127|-0.0058430852|-0.106667645|0.030287167|0.035204858|0.00870535
1207;0.0658373|-0.18106085|0.041212395|-0.08630498|-0.024276001|-0.05820258|0.049197033|0.02215889|0.042878658|-0.047134113|-0.06230174|-0.05043831|-0.016885716|0.013626955|0.029403519|0.034816712|-0.1274416|0.001693235|-0.010576272|0.010915247|-0.08742849|0.02452687|0.078247435|-0.045270722|-0.0987099|-0.034979086|0.0679324|-0.09168045|0.08632466|0.06489105|0.0073599354|0.019786919|0.14568383|0.011454671|0.046283923|-0.023731567|-0.13110888|-0.001946986|0.032803483|-0.017482981|-0.009814134|0.12625727|-0.028098075|-0.05642937|0.020154713|0.027077844|-0.047885355|0.0149964|-0.11465638|0.069106646|0.017553562|-0.012186621|0.07305129|-0.016474405|-0.048098374|-0.03187618|-0.008529602|0.012174796|-0.018474437|0.0028871545|-0.006423793|-0.09398345|0.08953711|-0.036319517|0.01677346|-0.019356195|0.14222555|-0.023645693|-0.014288856|-0.01518677|-0.1297676|0.044612|0.0056225113|-0.012439283|-0.01768879|-0.046176493|0.03811644|-0.044923257|0.03760327|0.05284278|-0.079471104|0.02459733|-0.00049558823|0.06730741|0.07281353|-0.07253375|-0.01295888|0.009096909|-0.016417885|-0.02452173|-0.04601006|0.026056968|0.048692096|0.05220409|0.029217111|-0.07581817|0.08123967|-0.017403467|0.02714808|-0.040549196
1208;-0.0068620252|-0.031522457|0.110604666|-0.045998212|0.016108034|-0.085367076|0.026681524|0.044827517|0.035281803|0.00866049|-0.06541095|-0.027506469|-0.03881692|0.043170154|-0.018726155|-0.0023772456|-0.02289866|-0.04315043|0.06603496|-0.030192476|-0.025512448|0.10389748|0.025744319|-0.023124456|0.004398186|-0.029422319|0.10925984|-0.005696756|0.024589773|-0.030961713|-0.046058483|0.027059536|0.089728214|0.03212842|-0.052440647|-0.11154363|0.0997477|0.019988302|0.026447367|-0.10190827|0.027829152|-0.075963266|-0.09006732|-0.030989831|0.07044392|0.037581496|0.10224758|0.07193696|0.03742327|0.015146886|0.0065566055|0.033096034|-0.046781573|0.059132308|0.03240987|0.00962932|-0.06794202|0.055041593|-0.008412752|0.004258058|-0.024188599|-0.06764451|0.01420494|-0.005057566|-0.08217115|-0.08073021|-0.0020542187|0.005017379|0.06931889|0.057917|-0.07372472|0.04470056|-0.078079656|0.053057086|0.044888202|0.019264877|-0.02849927|-0.09281783|-0.007927291|0.086812645|0.048656203|0.063788444|-0.073764265|0.029294739|0.022521202|-0.009435476|0.09131658|-0.018769382|-0.00044976076|-0.048943292|0.008045723|0.052514438|-0.003255811|0.044353057|0.08580705|0.04337097|-0.0047234036|-0.05943645|0.020892764|0.13867068
1209;-0.0850565|0.04309428|0.0049540773|0.04641791|-0.0776084|-7.6981596e-05|-0.026217582|-0.020864375|0.014951225|0.024744527|-0.069465466|-0.058109634|-0.004110188|-0.017771713|0.015828216|-0.11366136|0.003573434|-0.029542241|-0.003262629|0.06948775|0.06634845|-0.047143716|0.018214203|-0.1029324|-0.067668915|-0.04573968|0.06301501|-0.046586722|0.013736055|-0.04076997|0.116606034|0.014651374|-0.042266138|0.0873103|-0.021858782|-0.057936635|0.046455976|-0.1275646|-0.10481994|0.05972334|0.03542841|-0.030579085|-0.023810644|0.050090283|0.12652732|-0.007824421|-0.035050344|-0.006462818|-0.038679793|-0.07532074|-0.06176363|-0.068073995|0.076168574|-0.04389854|-0.01350082|0.061829247|0.078736834|-0.080549404|-0.03981852|0.008694395|0.061701547|0.015633218|0.0044071022|-0.00046815|-0.05086322|0.18365286|-0.052004293|0.029750934|0.057928458|-0.07513436|-0.04814357|0.085886866|0.048314113|0.026144072|0.011059321|0.13648933|-0.02080107|-0.014448979|0.019775463|-0.0018605345|0.17575872|-0.0042293645|-0.009604061|-0.07747072|-0.020896787|-0.10531965|0.037927505|0.09078718|-0.029249536|-0.052510977|0.018131208|-0.026657913|-0.13018502|0.09848038|-0.024916643|-0.04081535|-0.023752656|-0.059380535|0.015455015|0.05249816
1210;0.12604298|0.024680289|-0.20215012|0.09709041|-0.00070606114|0.003018759|0.011536424|-0.022341032|0.11324876|-0.02253142|0.08904222|-0.12967412|-0.012061773|0.091334|0.08674991|-0.01245358|-0.00730904|0.106774956|-0.093065165|-0.11944964|0.05280632|0.1275138|-0.037138708|0.06868706|0.081367016|0.027965678|0.047209192|-0.11090814|-0.052002855|0.051107917|-0.027954|0.004097659|-0.055732597|-0.07680159|0.05388029|-0.119068794|0.0023733946|0.015038734|0.024728345|-0.1016819|-0.06019638|0.008098377|0.024867587|0.06558228|-0.094244674|0.045982953|-0.15078683|0.029198434|0.0013869524|-0.03556713|-0.010660493|0.08787606|-0.09708962|0.06266686|0.07793042|0.057249073|0.050027426|0.032457843|0.07284907|-0.026830707|0.052292492|-0.03787149|-0.014670196|-0.04465302|0.11318996|-0.067782514|-0.022537887|0.067996375|-0.11997357|-0.07720645|0.017663954|0.013882465|-0.060376197|-0.024180325|-0.03216746|0.064436205|0.0038378746|0.10615255|-0.010432185|0.117698655|0.09726091|-0.101895615|0.035887323|-0.089164086|-0.08636842|-0.08191492|0.005862835|-0.10710816|-0.039723553|-0.006975782|0.09718484|-0.06343958|-0.061142348|-0.004901344|-0.009874602|0.0501921|0.08271267|0.030007664|-0.036641035|-0.117084414
1211;0.07830473|0.07485798|0.09500385|0.024197457|0.07213538|-0.07262269|0.062475853|0.07713995|0.013016099|0.00527443|0.0823372|0.09347089|-0.02646988|0.07235788|-0.03053566|0.05508957|-0.037486106|0.034838483|-0.06257541|0.0073791645|-0.00572719|-0.019647883|-0.0059973635|-0.026965797|0.021044556|0.09606898|0.030161023|-0.000379491|0.059256326|0.048693787|-0.06326406|0.024703737|0.019212866|0.0060823467|0.01125183|-0.084859736|-0.14346768|-0.05846756|-0.08676926|0.13625711|0.054256722|0.047929898|-0.04110788|0.0066209366|-0.04047898|-0.04927047|-0.11984706|0.040409233|-0.034797784|0.045535546|-0.04253766|-0.08483352|0.15656008|-0.062867194|-0.09083888|-0.05971743|-0.06536827|0.091418855|0.113241725|-0.044793043|0.11466786|-0.09165673|0.0020610446|-0.026382739|-0.14939833|-0.04066621|0.01634261|-0.069571376|0.022026889|0.021088991|-0.12048429|-0.11903112|-0.116984345|0.04841903|0.016079335|-0.058133103|0.08718092|0.0168835|0.039899576|0.0027089952|0.18782386|0.062028833|-0.03813408|-0.0071000895|0.04904372|-0.0035998859|0.010396457|-0.04593542|0.09619567|-0.057098642|0.08161457|0.053492393|0.050533883|0.06652082|0.020022668|0.018500157|0.023979317|0.04054417|0.16136879|0.06742263
1212;0.13473238|-0.01771832|-0.085669026|-0.09719699|-0.026220804|0.029801197|-0.08141924|0.029749436|-0.033832144|0.009975915|0.10357333|-0.014832973|-0.028674504|0.05433111|0.070178375|-0.0057945163|-0.04518483|-0.07894904|-0.0055756452|0.042149346|0.016225519|0.03625098|0.039911218|0.008348942|0.117523454|0.024289079|0.13095742|0.090729356|0.0012081392|0.16014321|0.10719621|0.015546013|0.012070856|0.030686704|-0.016195353|-0.024513133|0.15793091|-0.036728602|-0.053898316|0.11132217|-0.12093626|-0.066688165|0.013673423|-0.0268659|-0.045697197|-0.052374784|-0.027919434|-0.09859139|-0.09398483|0.077776946|-0.11101667|0.17366415|0.044820137|0.0047557494|-0.12941998|-0.11243049|0.006979421|0.12139002|-0.026888542|-0.106269844|-0.011350119|0.023622219|-0.015372773|0.07659043|0.079798624|0.016681198|0.02611225|-0.07429195|0.028970929|-0.060008775|0.024858352|0.027647847|0.081255056|-0.17111635|0.097117275|0.07249999|0.025991458|0.056690242|0.14515124|-0.09218651|0.02503442|-0.04269594|-0.020491658|0.04427246|0.07054897|0.11496381|0.047513757|0.03810193|-0.013631695|0.06887908|0.042018585|-0.0022060038|0.029888183|-0.051323157|-0.115035854|-0.107768826|0.116879955|-0.06813474|0.060557317|-0.01283752
1213;0.084284574|0.058361772|0.09453551|-0.020960743|-0.06467468|0.11986642|-0.16953243|0.15301892|-0.0155165875|-0.04400817|0.27876452|0.08159425|0.1473676|0.09602888|0.07341639|-0.011518408|-0.007275728|-0.008702644|-0.15551202|0.14090969|0.1469795|-0.012198661|0.11682878|0.15550877|-0.079459935|-0.15032527|-0.02509997|-0.04713729|-0.12233412|-0.0829754|0.055703923|-0.23038289|0.06420446|-0.010860429|-0.07029776|-0.122231066|0.13732053|-0.083093345|-0.046529092|0.013490083|-0.012774541|0.16499022|0.2846024|-0.12866253|0.15657257|-0.13272148|0.114558294|0.078488044|-0.07708258|-0.039921507|-0.1526398|-0.10577527|-0.10009644|-0.05977041|-0.02387876|0.149229|-0.07428631|-0.03615165|-0.010033962|-0.05628128|0.06861505|-0.018751623|0.14768548|0.051128227|0.03039909|0.05801198|-0.09650898|-0.043411866|-0.10698532|-0.1087363|0.19247453|0.058619026|0.0014619142|-0.039916083|-0.15916161|0.07221375|-0.21151103|0.0016733932|0.051996477|0.028729295|-0.121977|-0.076995425|-0.010331211|-0.03583331|0.110047355|0.060950354|0.09787562|-0.035694845|-0.0061658286|0.109322615|-0.08459345|-0.036636367|0.16989237|-0.16643938|0.08037541|-0.00023865758|-0.07158562|-0.13089754|-0.08368287|0.16412127
1214;-0.04422387|0.047716737|-0.15767972|0.004650331|-0.15250476|-0.043030113|-0.06949324|0.020884179|-0.13673088|0.017018396|0.00417884|-0.104473986|0.10075597|-0.010467386|-0.08672718|0.050585072|0.07722325|0.04134344|0.027033959|-0.045771327|-0.0144060915|0.07163839|-0.0046897237|0.0071522226|0.07614218|-0.08564365|0.088832244|0.045983367|-0.19374204|-0.06737986|0.039635308|-0.11727172|-0.07073888|0.12963597|0.038625047|0.02556941|0.05938694|0.08432904|-0.04455771|0.024751559|-0.041600067|0.0064277253|-0.069901176|-0.012172329|-0.04825301|0.080734804|0.017356044|0.05124094|0.02859172|-0.025262587|0.04640935|0.1020793|-0.051830217|0.18191795|0.06075686|0.0795312|-0.042030614|0.0918476|-0.031427953|0.037586864|-0.14336511|-0.056484394|0.0946575|0.13718246|0.12252779|-0.022070495|0.072355114|-0.05118223|-0.07825049|-0.028912142|-0.21145071|-0.15588997|-0.018773228|0.06549906|0.08906574|0.0025217198|0.006164682|0.16366614|-0.05477875|0.014766507|-0.065325886|0.030805476|0.13098449|-0.024632001|-0.15288493|0.182179|0.10967208|-0.14674576|0.08275746|-0.07208741|0.035497226|0.036204502|0.12982062|0.04499612|-0.05253799|-0.16706574|0.12157056|0.08766973|-0.020763826|0.10447262
1215;0.028684301|0.092062816|-0.1378946|0.006765888|0.08208588|0.11639954|-0.009361888|-0.14071128|0.059579637|-0.009267416|-0.016272832|-0.059826355|0.07267637|0.04725578|0.051251594|0.03983256|-0.07544446|-0.0061395913|-0.10608894|0.05164773|0.09980929|-0.0074137133|-0.08587463|-0.096797764|-0.056585193|0.028960923|-0.019162633|0.11150391|0.038539484|-0.057166018|-0.06183313|0.019974306|0.0003463747|-0.028109364|-0.052908875|-0.019830853|0.032862317|-0.029605648|0.047224313|0.020750236|0.00623761|-0.047817074|-0.07871477|0.0351074|0.06841285|0.03574879|0.1089718|0.008414658|-0.009690513|0.051390875|0.020955063|-0.085573256|0.14185432|0.0017131232|-0.080577806|0.06336717|0.046918362|0.06120354|0.0009084734|0.012000913|0.020178558|0.010045894|0.08676071|-0.0013366715|-0.08564859|-0.04952195|0.007555705|-0.124593236|0.05225249|0.011893245|0.0061056167|0.025717378|-0.023110745|0.06892052|-0.016483368|0.04579008|0.09089921|0.018963998|0.17059886|-0.07817853|0.009948505|-0.04983837|0.10164707|-0.055990867|-0.01656171|0.06952875|0.042014103|-0.05735275|0.088510975|-0.058097787|-0.06420011|-0.005602105|-0.056570213|0.1042779|0.018417833|0.06702828|-0.053630065|0.10649385|0.0170015|-0.07794898
1216;-0.015831666|-0.025828052|0.081345774|0.007566969|0.05520775|0.12679678|0.02167102|-0.05803223|-0.049673323|0.0048079267|0.005242444|-0.069140546|-0.06431022|-0.18783012|-0.07602173|0.1491394|0.034996673|-0.014785697|-0.019949893|0.12482194|-0.16864377|-0.08925833|0.026271379|-0.031975646|-0.16183347|0.020380296|0.0043313513|-0.09520995|-0.018288039|-0.16265033|-0.032762755|-0.020904351|0.09843166|0.1220274|0.038493954|0.015495372|0.04286574|-0.1801387|-0.034307577|-0.074726366|0.061800558|-0.041788086|-0.033330467|0.071467906|-0.08506113|-0.100180455|-0.072413966|-0.05871693|0.049347315|0.025921484|0.026169186|-0.07578805|0.053444404|-0.018177971|0.06319987|0.114365496|0.01864413|-0.013273158|-0.0061773984|0.09386928|-0.088360235|-0.030853095|0.024732238|0.11224366|0.13869058|-0.030109003|0.122563146|-0.07711506|0.07396666|-0.062204767|-0.09556024|0.05257329|-0.030100536|0.07755009|0.034272127|-0.09237385|0.10871345|-0.0041303653|-0.087038174|0.050085735|-0.034962032|0.06822824|0.13756709|0.121518366|-0.04194718|0.027838511|-0.0428661|-0.074939445|-0.054603234|0.0048804795|-0.05683418|0.09688688|-0.03336718|0.13534448|-0.065864556|-0.05853625|0.04307393|0.05296251|0.016669683|-0.12546386
1217;0.17415681|-0.05048909|-0.014812547|-0.09057097|0.08156315|0.032542333|0.090632774|0.084887914|0.021551993|-0.0023586343|-0.013900071|-0.11349314|0.061046734|0.16842589|0.07349409|0.02870912|0.093901396|0.094274476|-0.005153976|-0.0065911915|-0.06008439|0.10018321|-0.19418555|0.021603508|-0.056361668|0.09594121|0.11351111|-0.07327093|0.05856845|-0.06881993|0.1364468|-0.077519156|-0.10276207|0.004359696|-0.14010188|-0.053496644|0.050832827|0.07265284|-0.12734643|-0.027787404|0.017572964|0.016167015|0.030988766|-0.056444265|0.030564738|0.01220934|0.0002659869|-0.03560649|0.08394611|-0.0106255|-0.023212025|-0.030894578|0.091046944|0.00975364|0.034747895|0.015753144|0.076944694|-0.0010066467|-0.08540649|-0.06808691|-0.008606548|-0.04323311|0.043096278|-0.032620985|-0.03397428|-0.049593695|0.053183585|-0.05695162|0.047107637|0.005827691|0.04229125|0.07975001|-0.14628379|-0.09982006|-0.06396455|0.004973924|0.0093584955|-0.06363698|0.04021445|0.023288624|0.05804777|0.053425323|-0.04672742|-0.062266745|-0.056060128|-0.038046774|0.0016116435|-0.017418519|0.03142123|-0.07868252|0.01297229|-0.026030798|0.043945022|-0.062638514|-0.022438977|-0.1365838|0.043597884|-0.039325956|-0.0055185296|0.061453544
1218;-0.035929304|-0.042237017|-0.0065393033|0.027176699|-0.047239445|-0.13943799|-0.06358596|0.018359663|0.1200751|-0.101117894|-0.031212416|-0.058452077|0.24438664|0.23634599|-0.21131875|0.076371916|0.0045550046|0.032940295|-0.05231132|-0.11677343|0.11563768|-0.03394683|-0.09651511|0.07531918|0.05564689|0.099104844|0.008019733|-0.15440807|0.050258167|0.10585432|-0.17158517|0.09605076|0.10178417|-0.05453403|-0.1316211|0.010196305|-0.005473599|0.07883632|-0.04741758|-0.048058864|0.07215551|0.021975316|-0.05347618|-0.05903761|-0.114489794|-0.002188877|0.0765124|0.027195303|0.00011472721|-0.04352427|0.035153966|-0.14038244|-0.100604154|0.084777296|0.046421345|-0.12077753|0.16765109|-0.045694478|0.2084716|0.07405038|-0.049052767|0.09157684|0.14457695|0.14052501|0.08445096|-0.13197026|0.21678387|-0.08138269|0.07261524|0.14658256|-0.102475636|-0.0034749224|-0.06629775|-0.17319907|0.07068763|0.09369972|0.06271924|0.00076188665|0.08828256|0.023440994|0.044192582|-0.026171973|0.12269615|0.060032807|-0.1548432|-0.0992201|0.05531052|0.07481571|-0.01580163|-0.029525632|0.1347708|-0.083521575|-0.015730591|-0.039310064|-0.20144516|0.03425586|-0.158551|0.047538757|0.0033310954|0.0022326792
1219;-0.028824171|-0.024367323|-0.00338587|-0.045832727|0.04473084|-0.0025825987|0.053795226|-0.05738217|-0.054543078|0.04163749|0.14105013|0.085405625|-0.005653141|-0.16191407|-0.013013326|0.07356257|-0.09991642|0.033721317|0.0042092158|0.019396551|-0.09483485|0.002997017|-0.115243495|0.06625162|0.055305805|-0.033191834|0.07024189|0.026988273|-0.027556518|0.01960863|0.0068803704|0.0987691|0.030388843|0.12605113|-0.104414575|-0.04029341|0.0057355235|-0.019874131|-0.012408786|-0.010721208|-0.040716756|-0.041437957|0.06752143|-0.045567665|0.07169529|0.025408585|0.046894815|0.02079369|-0.013472603|0.030559342|0.035596583|0.05614863|-0.024233239|0.0363759|-0.09489438|-0.11224686|0.043295536|-0.0031810384|0.043306347|0.045268014|0.045004066|-0.016770504|-0.008240802|-0.09300333|-0.1085215|-0.022977896|-0.012340136|-0.06350695|0.049875535|0.034739174|0.030382467|0.036890574|-0.010006586|-0.05862597|0.05889949|-0.04487802|0.045307685|-0.071595326|0.056686886|0.014761921|-0.021521453|-0.02572523|0.06395348|-0.017814875|-0.015166861|-0.07677119|0.03496508|0.013189087|0.01567125|-0.07930424|-0.024532808|-0.003714524|0.068286166|0.075025186|0.011116506|-0.12575826|-0.05464911|-0.033727802|-0.03509915|0.032427575
1220;-0.0053057643|-0.1378981|-0.046367258|-0.11141238|0.110408574|0.03363623|0.075743794|0.08659618|0.03358808|-0.080607764|0.02084699|0.02364499|-0.06263253|0.061529018|-0.11366905|0.07813828|0.019333178|0.1556317|-0.042582277|-0.046147354|0.08753837|0.08006236|0.05169195|-0.05806697|0.013759239|-0.09493039|-0.078512676|-0.041611217|-0.062195085|0.024640912|0.02686983|0.09020606|-0.047789887|0.0009224606|-0.072358094|-0.061129387|-0.1080375|-0.07094817|-0.16617528|0.06006552|0.16408068|-0.008148297|0.08060527|-0.08013063|0.08136462|0.019773245|0.011357121|-0.032823917|0.005711262|-0.03329867|-0.009210545|0.0023125203|0.006295185|-0.04313427|0.018477002|-0.0072306525|-0.06549332|-0.03921266|0.081020124|0.048578903|0.032565866|0.062414527|-0.06762657|-0.09578439|-0.1270629|0.1269173|-0.09716425|0.049425468|-0.0008211495|-0.027474212|0.08447747|0.05444201|-0.024206134|-0.013688415|-0.0069869505|-0.06097015|-0.025717305|-0.11182408|-0.027395977|0.029005392|-0.01908835|0.02320587|0.021474522|0.024271691|-0.033292558|0.03989856|0.08055771|0.12069833|-0.08029678|0.09801392|-0.018257653|-0.007338061|-0.13426264|0.04022181|0.013004412|0.045646627|-0.03414408|-0.03281834|0.13330486|0.023993857
1221;0.06499741|-0.008724444|-0.13420904|0.021964936|0.07117717|0.016261058|0.035552423|-0.03296668|0.053050153|0.0021393741|0.05377016|0.08609274|0.008447529|0.048914082|0.02573396|0.08259765|0.0469465|-0.1236563|-0.0062786136|-0.029352032|0.07502089|0.117879786|0.032960914|0.040962603|-0.0051825335|0.052056|0.059243288|-0.041973747|0.07227629|0.009151499|-0.038529195|-0.019829778|-0.027299576|0.0558903|0.0632466|-0.017643185|0.007265168|-0.011283867|0.07901167|0.023997255|0.085358344|0.078716196|-0.021458881|-0.08887417|-0.06267565|0.014727999|-0.076252036|-0.0042359247|-0.095042855|0.0004922729|-0.019272478|-0.006567213|0.0037842917|-0.049578067|0.043674823|-0.037302054|-0.03277462|-0.009637753|-0.0073089856|-0.11959931|-0.10737954|0.08371446|0.11281057|-0.013667949|0.09772623|0.08116927|-0.13850799|-0.048086584|0.012381573|-0.08161777|0.16727637|-0.06828228|0.030213444|-0.0060989773|0.07232859|-0.019535262|0.06781758|-0.03555784|-0.115498565|-0.021635626|-0.08328015|-0.06116142|-0.01366326|-0.05995333|0.07933108|-0.02186403|-0.07799144|-0.0027815904|-0.003678983|0.016042273|0.028098501|0.02572846|-0.0011308994|-0.010177378|0.0154694915|-0.0046946974|0.12505808|-0.0026460865|-0.0023762283|-0.074992076
